cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
SUPERMERCADO MIRAMAR,269,17515.02,65.11,2026-02-01 00:00:00,2026-02-01 00:00:00
UNISUPER TOME,174,17505.19,100.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALMEIDA COUNTRY CLUBE EPP,208,17498.72,84.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MAIS ECONOMIA SUPERMERCADOS LJ2,209,17496.16,83.71,2026-02-01 00:00:00,2026-02-01 00:00:00
TOTAL SUPERMERCADO,294,17495.55,59.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO IRMAOS FERRARI,252,17493.75,69.42,2026-02-01 00:00:00,2026-02-01 00:00:00
G M NASSAR E CIA,271,17487.43,64.53,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO ALVORADA LJ1,290,17485.58,60.3,2026-02-01 00:00:00,2026-02-01 00:00:00
ALIANCA ATACADO,209,17477.75,83.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO E HORTIFRUTI J L,214,17471.87,81.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO STOCK,222,17467.5,78.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALECRIS,173,17464.81,100.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NOVA OPCAO LJ5,306,17458.86,57.06,2026-02-01 00:00:00,2026-02-01 00:00:00
GAROTINHO ATACADAO,200,17457.23,87.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BOM DEMAIS LJ1,170,17445.4,102.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CAMILA LJ 02,291,17439.05,59.93,2026-02-01 00:00:00,2026-02-01 00:00:00
COOPERJA SUPERMERCADO TC LJ34,203,17432.8,85.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCSANT,302,17431.65,57.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOM PRECO JACAREZINHO,238,17431.63,73.24,2026-02-01 00:00:00,2026-02-01 00:00:00
KINKAS SUPERMERCADO,196,17430.92,88.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FAXINAL L1,249,17428.26,69.99,2026-02-01 00:00:00,2026-02-01 00:00:00
MERC MUNDO SUPER 2,209,17420.22,83.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER VILA,185,17413.51,94.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO SANTA ISABEL CE,205,17409.79,84.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM TRIANGULO IVAI,239,17408.07,72.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER AVILA LJ 3,277,17407.77,62.84,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL AZEVEDO,253,17407.52,68.8,2026-02-01 00:00:00,2026-02-01 00:00:00
JS MINIMERCADO,170,17399.42,102.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CAMPEIRO LJ SAO NICOLAU,255,17398.79,68.23,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPICO SUPERMERCADOS,191,17397.83,91.09,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MENDANHA,168,17387.63,103.5,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MORUMBI,154,17382.6,112.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DESCONTAO LJ2,141,17375.37,123.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GOURMET LJ1,202,17373.84,86.01,2026-02-01 00:00:00,2026-02-01 00:00:00
GUARAPIRANGA SUPERMERCADO LJ2,238,17372.76,72.99,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE SAO PEDRO,166,17371.3,104.65,2026-02-01 00:00:00,2026-02-01 00:00:00
DA MAR SUPRMERCADO,219,17369.14,79.31,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PEDROSA I,343,17367.65,50.63,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ANDRIGHETTI,226,17364.32,76.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MAGNABOSCO LJ3,203,17363.47,85.53,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KN,264,17362.21,65.77,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO UNIAO,138,17362.03,125.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL SAO FRANCISCO,295,17361.2,58.85,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO CASA DA LAGOA,215,17356.53,80.73,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERZUL SUPERMERCADO,302,17355.94,57.47,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM DO ANDERSON,180,17348.03,96.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER D PIERE VILA LJ6,256,17347.95,67.77,2026-02-01 00:00:00,2026-02-01 00:00:00
R E D SUPERMERCADO,143,17345.76,121.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SOLCLEAN SOLUCOES EM LIMPEZA,136,17343.65,127.53,2026-02-01 00:00:00,2026-02-01 00:00:00
FLAMAR MINI MERCADO,139,17330.51,124.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO BIA,179,17319.15,96.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VIDA VIVA,192,17314.46,90.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KACULA,254,17306.18,68.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BRILHANTE,159,17305.35,108.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BASTOS LJ3,174,17300.89,99.43,2026-02-01 00:00:00,2026-02-01 00:00:00
PONTO COM ATACADISTA,206,17294.03,83.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROCHA LJ4,253,17292.15,68.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS JOYZA LJ1,204,17285.44,84.73,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BELLA MOOCA,187,17280.6,92.41,2026-02-01 00:00:00,2026-02-01 00:00:00
PRIMAVERA SUPERMERCADO LJ2,229,17278.31,75.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER FELICIDADE,190,17278.06,90.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTO ANTONIO RJ,223,17273.67,77.46,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER J MARINHO,181,17273.53,95.43,2026-02-01 00:00:00,2026-02-01 00:00:00
FE SUPERMERCADO LJ1,198,17272.77,87.24,2026-02-01 00:00:00,2026-02-01 00:00:00
OLA SUPERMERCADO 6,194,17271.72,89.03,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ALIANCA,334,17259.84,51.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER 10,265,17255.29,65.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARANGONI,200,17255.14,86.28,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE FACIL TUPI,49,17249.47,352.03,2026-02-01 00:00:00,2026-02-01 00:00:00
UNISUPER BIG BOX,220,17244.33,78.38,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRASILIA LJ7,216,17236.16,79.8,2026-02-01 00:00:00,2026-02-01 00:00:00
COSTA E MAR SUPERMERCADOS LJ2,139,17229.35,123.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CALIFORNIA 1,266,17228.93,64.77,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO P CERTO,237,17228.67,72.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ANDRADE SOUSA,234,17217.1,73.58,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL FANTUCCI,201,17200.87,85.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO JOSE NOVO HAMBURGO,211,17196.93,81.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO MIGUEL LJ2,208,17189.88,82.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRIZZO,249,17183.85,69.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO BOM DE PRECO,278,17183.03,61.81,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MERCASOL LJ1,219,17181.56,78.45,2026-02-01 00:00:00,2026-02-01 00:00:00
CACAIO SUPERMERCADO,198,17179.72,86.77,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PARANA PORTO,181,17174.41,94.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOS AMIGOS CAMPOS BORGES,282,17170.76,60.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER DOS AMIGOS ARROIO DO TIGRE LJ4,220,17170.22,78.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AZULAO LJ3,191,17162.94,89.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP CHICO FERREIRA,209,17160.41,82.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SUL,188,17155.24,91.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARTRI 1,295,17153.29,58.15,2026-02-01 00:00:00,2026-02-01 00:00:00
ARCOSUPER,211,17143.82,81.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BORGES 1,262,17140.57,65.42,2026-02-01 00:00:00,2026-02-01 00:00:00
MART E SUPERMERCADO LJ2,181,17140.26,94.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MEGA MARX,329,17129.93,52.07,2026-02-01 00:00:00,2026-02-01 00:00:00
GULOSAO SUPERMERCADO,276,17129.45,62.06,2026-02-01 00:00:00,2026-02-01 00:00:00
FRIGOLIMA SUPERMERCADO LJ10,258,17124.49,66.37,2026-02-01 00:00:00,2026-02-01 00:00:00
NOVO LAGO SUPERMERCADO LJ2,224,17122.15,76.44,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GALDINO,165,17122.06,103.77,2026-02-01 00:00:00,2026-02-01 00:00:00
J VARGAS SUPERMERCADOS LJ1,278,17120.35,61.58,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL FJM,145,17109.78,118.0,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER OVELHA LJ2,223,17106.36,76.71,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTER SHOP LJ7,112,17096.66,152.65,2026-02-01 00:00:00,2026-02-01 00:00:00
COTA E MAGALHAES COMERCIAL,147,17095.89,116.3,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA DO EVANDRO,295,17091.09,57.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO TRIGUEIRO,187,17088.55,91.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS ALBUQUERQUE LJ3,284,17087.27,60.17,2026-02-01 00:00:00,2026-02-01 00:00:00
COTRISAL LJ38,186,17081.75,91.84,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA SANTO NONO,125,17066.51,136.53,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO LIDER DE MANGARATIBA,247,17062.96,69.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA FLAVILU,244,17062.29,69.93,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FAMILIA ANDRADE,299,17060.74,57.06,2026-02-01 00:00:00,2026-02-01 00:00:00
FARIAS SUPERMERCADO LJ2,173,17059.89,98.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RR,209,17058.56,81.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER FRUTAL EMPORIO,194,17056.39,87.92,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PONTO FINAL,256,17052.83,66.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GUSTAVO,220,17045.67,77.48,2026-02-01 00:00:00,2026-02-01 00:00:00
IRMAO CAPENGA,249,17043.7,68.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER RIO BRANCO LJ1,257,17040.45,66.31,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CAMPOS SALLES,270,17039.79,63.11,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE UNIDOS,199,17039.26,85.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP ROSARIO S VICENTE,240,17038.44,70.99,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VILA BRASIL,178,17036.1,95.71,2026-02-01 00:00:00,2026-02-01 00:00:00
ALTO RIBEIRAO COMERCIO DE ALIMENTOS LJ3,243,17033.27,70.1,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PORTAL LJ3,216,17031.17,78.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER GODO,270,17024.25,63.05,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BARATAO RJ,225,17018.53,75.64,2026-02-01 00:00:00,2026-02-01 00:00:00
AQUI TEM PRECO RIACHAO LJ3,239,17011.21,71.18,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO OSSAMI LARANJEIRAS,305,17009.96,55.77,2026-02-01 00:00:00,2026-02-01 00:00:00
CASTRO PERTO 2,273,17001.38,62.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CONDOR SAO PELEGRINO,256,17001.1,66.41,2026-02-01 00:00:00,2026-02-01 00:00:00
UNISUPER PARADA72,240,17001.05,70.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COTRIZA LJ1,247,16992.12,68.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BARAO VERA CRUZ LJ10,176,16988.26,96.52,2026-02-01 00:00:00,2026-02-01 00:00:00
BEM BRASIL LJ1,161,16987.74,105.51,2026-02-01 00:00:00,2026-02-01 00:00:00
RIZZO SUPERMERCADO,199,16987.63,85.36,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RODRIGUES LJ3,213,16982.35,79.73,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP ECONOMICO LAMBARI LJ2,324,16981.86,52.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GARROTE,185,16979.45,91.78,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOIS IRMAOS LJ 3,99,16976.82,171.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FAVARETTO,160,16968.45,106.05,2026-02-01 00:00:00,2026-02-01 00:00:00
REI DE MINAS,162,16961.6,104.7,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RAZZERA,202,16960.24,83.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS JORGE TIRCO LJ2,226,16956.69,75.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO REI DO PAO,140,16940.86,121.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NACOES 4,207,16940.06,81.84,2026-02-01 00:00:00,2026-02-01 00:00:00
BOM PRECO LJ8,296,16936.85,57.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO OLARIA,249,16929.67,67.99,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO DEUS TE PAGUE LJ2,223,16928.38,75.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOM GOSTO LJ5,184,16922.63,91.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO WILLNER PLUS,229,16920.43,73.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ZEZIO LJ2,172,16918.85,98.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERBARATAO,133,16918.65,127.21,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BARATINHO,212,16914.9,79.79,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO KARLA,237,16908.31,71.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO STRIEDER,181,16907.2,93.41,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO BRASIL,237,16903.75,71.32,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO CIDADE,246,16903.63,68.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E DISTRIBUIDORA SOUZA LJ1,199,16903.63,84.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADAO DAS CARNES PREMIUM,242,16899.75,69.83,2026-02-01 00:00:00,2026-02-01 00:00:00
PETROX TANCREDO LJ19,248,16896.55,68.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRASILIA LJ14,219,16894.05,77.14,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RONCOLATO,270,16891.21,62.56,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO DOS PRECOS BAIXOS LJ4,224,16889.69,75.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO UNIAO MG LJ3,169,16888.92,99.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO 10000 COISAS,201,16888.31,84.02,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO JUDAS LJ11,181,16880.51,93.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LOCATELLI,181,16874.52,93.23,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO ATACADAO ALEGRIENSE LJ1,301,16868.65,56.04,2026-02-01 00:00:00,2026-02-01 00:00:00
A RAINHA BOMBONIERE,63,16868.01,267.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER RESTINGA,207,16866.9,81.48,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DO POVO LJ615,275,16866.82,61.33,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO E ACOUGUE ESTRELA,206,16860.1,81.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CORREA,230,16855.23,73.28,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DO POVO LJ602,243,16855.21,69.36,2026-02-01 00:00:00,2026-02-01 00:00:00
LELE SUPERMERCADO,223,16853.23,75.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KAL LJ3,214,16850.47,78.74,2026-02-01 00:00:00,2026-02-01 00:00:00
BIG BOM SAO SEBASTIAO LJ 6,198,16850.37,85.1,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO COSME E DAMIAO,81,16846.35,207.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL FRIGOLANDIA,277,16845.9,60.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER KENGAO,245,16841.57,68.74,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DEGA,200,16839.51,84.2,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL NOSSA SENHORA DAS GRACAS,172,16837.79,97.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO STROPARO LJ2,199,16834.48,84.6,2026-02-01 00:00:00,2026-02-01 00:00:00
MINATTO SUPERMERCADO SAO BENTO,126,16808.49,133.4,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADOR PARADOR DA ILHA,175,16805.14,96.03,2026-02-01 00:00:00,2026-02-01 00:00:00
TRIUNFO DA ANITA,208,16802.86,80.78,2026-02-01 00:00:00,2026-02-01 00:00:00
DAHORA PARQUE PIAUI LJ4,153,16798.78,109.8,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO IDEAL LJ2,243,16797.32,69.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BUNN,278,16791.01,60.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BANDEIRANTE BA,202,16782.27,83.08,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL CANGUSSU,167,16781.61,100.49,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PIRAQUARA LJ12,268,16772.48,62.58,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE SEMPRE BEM,206,16768.66,81.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PUCHALSKI,224,16768.51,74.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VAI E VOLTA,208,16768.06,80.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TUBARAO,196,16751.83,85.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PADRE CICERO LJ2,46,16749.2,364.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PIRAQUARA LJ10,202,16746.2,82.9,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA TUBARAO,234,16740.76,71.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO PAULINHO 03,290,16737.4,57.72,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DO POVO SUPERMERCADOS,252,16735.54,66.41,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIBA LOJA 1,237,16733.02,70.6,2026-02-01 00:00:00,2026-02-01 00:00:00
FABIO FERRAZ SUPERMERCADO,256,16727.36,65.34,2026-02-01 00:00:00,2026-02-01 00:00:00
EUDES SUPERMERCADO,147,16722.55,113.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRASIL,389,16720.36,42.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA CABANGU,232,16718.11,72.06,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER BOM UBERLANDIA,159,16715.8,105.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERNORTE NOVO HORIZONTE,126,16710.36,132.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LUZITANO LJ2,207,16708.17,80.72,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO GUARIENTI,193,16702.74,86.54,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO IDEAL COMERCIO LJ3,216,16701.61,77.32,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CUMBUCO SUPERMERCADO,319,16700.36,52.35,2026-02-01 00:00:00,2026-02-01 00:00:00
LIMA ATACAREJO,204,16699.3,81.86,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO SAO JOSE 2,273,16693.1,61.15,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VIP,244,16692.74,68.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KAIZER,198,16686.61,84.28,2026-02-01 00:00:00,2026-02-01 00:00:00
JOSE S SOARES,132,16685.31,126.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MIX LJ1,268,16678.66,62.23,2026-02-01 00:00:00,2026-02-01 00:00:00
MULTISHOW FLEXAL LJ14,199,16676.7,83.8,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GATTI 2,211,16673.24,79.02,2026-02-01 00:00:00,2026-02-01 00:00:00
BOM DE MAIS NOVO SUPERMERCADO,245,16671.36,68.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO PELE LJ2,261,16667.91,63.86,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL DANIEL 5,229,16664.85,72.77,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SERTAO,134,16657.91,124.31,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VALIANE LJ1,260,16645.78,64.02,2026-02-01 00:00:00,2026-02-01 00:00:00
AVISTAO FREIRE,239,16638.07,69.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP FERRAZ,135,16633.42,123.21,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ALTO PORTELA,247,16630.89,67.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER BOM PR,349,16629.75,47.65,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM DO ELINHO,152,16626.91,109.39,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CARDOSO LJ3,182,16626.12,91.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP HC MERCANTIL,129,16622.0,128.85,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE SUPER BOM SUPERMERCADOS 2,259,16614.56,64.15,2026-02-01 00:00:00,2026-02-01 00:00:00
LATICINIOS LITORAL NORTE LJ6,164,16608.26,101.27,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE MASTER CACHOEIRA,298,16597.7,55.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO EXPLOSAO,235,16590.28,70.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DALLE LASTE,165,16587.77,100.53,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM ROBERTO LJ1,253,16583.89,65.55,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL VAREJAO E MINIMERCADO SANTA TEREZA,187,16583.86,88.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER DA CASA,211,16582.92,78.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUL MINEIRO,258,16581.35,64.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GAUCHO LJ2,328,16576.62,50.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAFRA,217,16576.47,76.39,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO GJK,272,16575.55,60.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PORTELLA,262,16573.02,63.26,2026-02-01 00:00:00,2026-02-01 00:00:00
ALMEIDA PADARIA E HORTIFRUTI,252,16572.95,65.77,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DA CARNE OTAVIO LJ5,273,16572.67,60.71,2026-02-01 00:00:00,2026-02-01 00:00:00
DOPE SUPERMERCADOS,161,16572.27,102.93,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTER SHOP LJ14,135,16571.6,122.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PAO SUPERMERCADOS LJ11,183,16567.2,90.53,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL CARVALHO 1,187,16565.7,88.59,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RONINHO,241,16563.26,68.73,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RODA VIVA LJ1,153,16562.94,108.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER VIEIRA,211,16559.38,78.48,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SOARES LJ1,156,16558.28,106.14,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO JOSE 2,164,16557.35,100.96,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA PEDRUZI,183,16554.84,90.46,2026-02-01 00:00:00,2026-02-01 00:00:00
ALA SAO CRISTOVAO,163,16549.53,101.53,2026-02-01 00:00:00,2026-02-01 00:00:00
PIRATININGA SUPERMERCADO,229,16541.12,72.23,2026-02-01 00:00:00,2026-02-01 00:00:00
